Realization,Block,Rotation,Source_unit,Record_ID,Pig_Ordinal
1,0,1,Wheat::RealV6_小麦_sample3,REALV6R_0499,1
1,0,1,Wheat::RealV6_小麦_sample4,REALV6R_0506,2
1,0,1,Wheat::RealV6_小麦_sample5,REALV6R_0516,6
1,0,1,Wheat::RealV6_小麦_sample6,REALV6R_0518,2
1,0,1,Wheat::RealV6_小麦_sample7,REALV6R_0527,5
1,0,1,Wheat::RealV6_小麦_sample8,REALV6R_0531,3
1,0,1,Wheat::RealV6_小麦_sample9,REALV6R_0540,6
2,0,2,Barley::RealV6_大麦_sample1,REALV6R_0062,2
2,0,2,Barley::RealV6_大麦_sample10,REALV6R_0119,5
2,0,2,Barley::RealV6_大麦_sample2,REALV6R_0067,1
2,0,2,Barley::RealV6_大麦_sample3,REALV6R_0078,6
2,0,2,Barley::RealV6_大麦_sample4,REALV6R_0082,4
2,0,2,Barley::RealV6_大麦_sample5,REALV6R_0088,4
2,0,2,Barley::RealV6_大麦_sample6,REALV6R_0092,2
2,0,2,Barley::RealV6_大麦_sample7,REALV6R_0102,6
2,0,2,Barley::RealV6_大麦_sample8,REALV6R_0104,2
2,0,2,Barley::RealV6_大麦_sample9,REALV6R_0111,3
2,0,2,Brown rice::RealV6_糙米_sample1,REALV6R_0429,3
2,0,2,Brown rice::RealV6_糙米_sample10,REALV6R_0486,6
2,0,2,Brown rice::RealV6_糙米_sample2,REALV6R_0437,5
2,0,2,Brown rice::RealV6_糙米_sample3,REALV6R_0444,6
2,0,2,Brown rice::RealV6_糙米_sample4,REALV6R_0446,2
2,0,2,Brown rice::RealV6_糙米_sample5,REALV6R_0455,5
2,0,2,Brown rice::RealV6_糙米_sample6,REALV6R_0461,5
2,0,2,Brown rice::RealV6_糙米_sample7,REALV6R_0463,1
2,0,2,Brown rice::RealV6_糙米_sample8,REALV6R_0469,1
2,0,2,Brown rice::RealV6_糙米_sample9,REALV6R_0478,4
2,0,2,Cassava::RealV6_木薯_sample1,REALV6R_0302,2
2,0,2,Cassava::RealV6_木薯_sample10,REALV6R_0356,2
2,0,2,Cassava::RealV6_木薯_sample2,REALV6R_0310,4
2,0,2,Cassava::RealV6_木薯_sample3,REALV6R_0314,2
2,0,2,Cassava::RealV6_木薯_sample4,REALV6R_0322,4
2,0,2,Cassava::RealV6_木薯_sample5,REALV6R_0325,1
2,0,2,Cassava::RealV6_木薯_sample6,REALV6R_0334,4
2,0,2,Cassava::RealV6_木薯_sample7,REALV6R_0338,2
2,0,2,Cassava::RealV6_木薯_sample8,REALV6R_0347,5
2,0,2,Cassava::RealV6_木薯_sample9,REALV6R_0354,6
2,0,2,Paddy rice::RealV6_稻谷_sample1,REALV6R_0361,1
2,0,2,Paddy rice::RealV6_稻谷_sample10,REALV6R_0418,4
2,0,2,Paddy rice::RealV6_稻谷_sample11,REALV6R_0425,5
2,0,2,Paddy rice::RealV6_稻谷_sample2,REALV6R_0372,6
2,0,2,Paddy rice::RealV6_稻谷_sample3,REALV6R_0374,2
2,0,2,Paddy rice::RealV6_稻谷_sample4,REALV6R_0381,3
2,0,2,Paddy rice::RealV6_稻谷_sample5,REALV6R_0387,3
2,0,2,Paddy rice::RealV6_稻谷_sample6,REALV6R_0392,2
2,0,2,Paddy rice::RealV6_稻谷_sample7,REALV6R_0398,2
2,0,2,Paddy rice::RealV6_稻谷_sample8,REALV6R_0407,5
2,0,2,Paddy rice::RealV6_稻谷_sample9,REALV6R_0409,1
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0001,1
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0055,1
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0009,3
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0015,3
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0021,3
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0026,2
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0036,6
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0041,5
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0044,2
2,0,2,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0051,3
2,0,2,Rice bran::RealV6_米糠_sample1,REALV6R_0125,5
2,0,2,Rice bran::RealV6_米糠_sample10,REALV6R_0176,2
2,0,2,Rice bran::RealV6_米糠_sample2,REALV6R_0130,4
2,0,2,Rice bran::RealV6_米糠_sample3,REALV6R_0135,3
2,0,2,Rice bran::RealV6_米糠_sample4,REALV6R_0140,2
2,0,2,Rice bran::RealV6_米糠_sample5,REALV6R_0145,1
2,0,2,Rice bran::RealV6_米糠_sample6,REALV6R_0155,5
2,0,2,Rice bran::RealV6_米糠_sample7,REALV6R_0162,6
2,0,2,Rice bran::RealV6_米糠_sample8,REALV6R_0163,1
2,0,2,Rice bran::RealV6_米糠_sample9,REALV6R_0173,5
2,0,2,Sorghum::RealV6_高粱_sample1,REALV6R_0242,2
2,0,2,Sorghum::RealV6_高粱_sample10,REALV6R_0296,2
2,0,2,Sorghum::RealV6_高粱_sample2,REALV6R_0250,4
2,0,2,Sorghum::RealV6_高粱_sample3,REALV6R_0257,5
2,0,2,Sorghum::RealV6_高粱_sample4,REALV6R_0260,2
2,0,2,Sorghum::RealV6_高粱_sample5,REALV6R_0269,5
2,0,2,Sorghum::RealV6_高粱_sample6,REALV6R_0271,1
2,0,2,Sorghum::RealV6_高粱_sample7,REALV6R_0281,5
2,0,2,Sorghum::RealV6_高粱_sample8,REALV6R_0287,5
2,0,2,Sorghum::RealV6_高粱_sample9,REALV6R_0293,5
2,0,2,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0186,6
2,0,2,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0235,1
2,0,2,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0190,4
2,0,2,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0193,1
2,0,2,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0200,2
2,0,2,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0205,1
2,0,2,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0211,1
2,0,2,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0220,4
2,0,2,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0227,5
2,0,2,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0229,1
2,0,2,Wheat::RealV6_小麦_sample1,REALV6R_0489,3
2,0,2,Wheat::RealV6_小麦_sample10,REALV6R_0541,1
2,0,2,Wheat::RealV6_小麦_sample2,REALV6R_0496,4
2,0,2,Wheat::RealV6_小麦_sample3,REALV6R_0500,2
2,0,2,Wheat::RealV6_小麦_sample4,REALV6R_0508,4
2,0,2,Wheat::RealV6_小麦_sample5,REALV6R_0515,5
2,0,2,Wheat::RealV6_小麦_sample6,REALV6R_0522,6
2,0,2,Wheat::RealV6_小麦_sample7,REALV6R_0528,6
2,0,2,Wheat::RealV6_小麦_sample8,REALV6R_0533,5
2,0,2,Wheat::RealV6_小麦_sample9,REALV6R_0538,4
3,0,3,Barley::RealV6_大麦_sample1,REALV6R_0063,3
3,0,3,Barley::RealV6_大麦_sample10,REALV6R_0118,4
3,0,3,Barley::RealV6_大麦_sample2,REALV6R_0070,4
3,0,3,Barley::RealV6_大麦_sample3,REALV6R_0073,1
3,0,3,Barley::RealV6_大麦_sample4,REALV6R_0084,6
3,0,3,Barley::RealV6_大麦_sample5,REALV6R_0087,3
3,0,3,Barley::RealV6_大麦_sample6,REALV6R_0094,4
3,0,3,Barley::RealV6_大麦_sample7,REALV6R_0099,3
3,0,3,Barley::RealV6_大麦_sample8,REALV6R_0107,5
3,0,3,Barley::RealV6_大麦_sample9,REALV6R_0113,5
3,0,3,Brown rice::RealV6_糙米_sample1,REALV6R_0432,6
3,0,3,Brown rice::RealV6_糙米_sample10,REALV6R_0481,1
3,0,3,Brown rice::RealV6_糙米_sample2,REALV6R_0438,6
3,0,3,Brown rice::RealV6_糙米_sample3,REALV6R_0439,1
3,0,3,Brown rice::RealV6_糙米_sample4,REALV6R_0445,1
3,0,3,Brown rice::RealV6_糙米_sample5,REALV6R_0454,4
3,0,3,Brown rice::RealV6_糙米_sample6,REALV6R_0459,3
3,0,3,Brown rice::RealV6_糙米_sample7,REALV6R_0468,6
3,0,3,Brown rice::RealV6_糙米_sample8,REALV6R_0473,5
3,0,3,Brown rice::RealV6_糙米_sample9,REALV6R_0477,3
3,0,3,Cassava::RealV6_木薯_sample1,REALV6R_0303,3
3,0,3,Cassava::RealV6_木薯_sample10,REALV6R_0359,5
3,0,3,Cassava::RealV6_木薯_sample2,REALV6R_0309,3
3,0,3,Cassava::RealV6_木薯_sample3,REALV6R_0315,3
3,0,3,Cassava::RealV6_木薯_sample4,REALV6R_0324,6
3,0,3,Cassava::RealV6_木薯_sample5,REALV6R_0326,2
3,0,3,Cassava::RealV6_木薯_sample6,REALV6R_0331,1
3,0,3,Cassava::RealV6_木薯_sample7,REALV6R_0339,3
3,0,3,Cassava::RealV6_木薯_sample8,REALV6R_0343,1
3,0,3,Cassava::RealV6_木薯_sample9,REALV6R_0352,4
3,0,3,Paddy rice::RealV6_稻谷_sample1,REALV6R_0364,4
3,0,3,Paddy rice::RealV6_稻谷_sample10,REALV6R_0420,6
3,0,3,Paddy rice::RealV6_稻谷_sample11,REALV6R_0426,6
3,0,3,Paddy rice::RealV6_稻谷_sample2,REALV6R_0368,2
3,0,3,Paddy rice::RealV6_稻谷_sample3,REALV6R_0377,5
3,0,3,Paddy rice::RealV6_稻谷_sample4,REALV6R_0380,2
3,0,3,Paddy rice::RealV6_稻谷_sample5,REALV6R_0388,4
3,0,3,Paddy rice::RealV6_稻谷_sample6,REALV6R_0393,3
3,0,3,Paddy rice::RealV6_稻谷_sample7,REALV6R_0402,6
3,0,3,Paddy rice::RealV6_稻谷_sample8,REALV6R_0405,3
3,0,3,Paddy rice::RealV6_稻谷_sample9,REALV6R_0412,4
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0002,2
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0056,2
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0011,5
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0016,4
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0019,1
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0025,1
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0031,1
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0039,3
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0046,4
3,0,3,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0052,4
3,0,3,Rice bran::RealV6_米糠_sample1,REALV6R_0124,4
3,0,3,Rice bran::RealV6_米糠_sample10,REALV6R_0179,5
3,0,3,Rice bran::RealV6_米糠_sample2,REALV6R_0127,1
3,0,3,Rice bran::RealV6_米糠_sample3,REALV6R_0136,4
3,0,3,Rice bran::RealV6_米糠_sample4,REALV6R_0143,5
3,0,3,Rice bran::RealV6_米糠_sample5,REALV6R_0149,5
3,0,3,Rice bran::RealV6_米糠_sample6,REALV6R_0151,1
3,0,3,Rice bran::RealV6_米糠_sample7,REALV6R_0157,1
3,0,3,Rice bran::RealV6_米糠_sample8,REALV6R_0168,6
3,0,3,Rice bran::RealV6_米糠_sample9,REALV6R_0172,4
3,0,3,Sorghum::RealV6_高粱_sample1,REALV6R_0243,3
3,0,3,Sorghum::RealV6_高粱_sample10,REALV6R_0298,4
3,0,3,Sorghum::RealV6_高粱_sample2,REALV6R_0252,6
3,0,3,Sorghum::RealV6_高粱_sample3,REALV6R_0256,4
3,0,3,Sorghum::RealV6_高粱_sample4,REALV6R_0262,4
3,0,3,Sorghum::RealV6_高粱_sample5,REALV6R_0267,3
3,0,3,Sorghum::RealV6_高粱_sample6,REALV6R_0273,3
3,0,3,Sorghum::RealV6_高粱_sample7,REALV6R_0280,4
3,0,3,Sorghum::RealV6_高粱_sample8,REALV6R_0286,4
3,0,3,Sorghum::RealV6_高粱_sample9,REALV6R_0294,6
3,0,3,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0181,1
3,0,3,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0239,5
3,0,3,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0187,1
3,0,3,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0197,5
3,0,3,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0201,3
3,0,3,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0209,5
3,0,3,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0212,2
3,0,3,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0221,5
3,0,3,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0224,2
3,0,3,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0234,6
3,0,3,Wheat::RealV6_小麦_sample1,REALV6R_0487,1
3,0,3,Wheat::RealV6_小麦_sample10,REALV6R_0545,5
3,0,3,Wheat::RealV6_小麦_sample2,REALV6R_0494,2
3,0,3,Wheat::RealV6_小麦_sample3,REALV6R_0504,6
3,0,3,Wheat::RealV6_小麦_sample4,REALV6R_0507,3
3,0,3,Wheat::RealV6_小麦_sample5,REALV6R_0511,1
3,0,3,Wheat::RealV6_小麦_sample6,REALV6R_0521,5
3,0,3,Wheat::RealV6_小麦_sample7,REALV6R_0525,3
3,0,3,Wheat::RealV6_小麦_sample8,REALV6R_0532,4
3,0,3,Wheat::RealV6_小麦_sample9,REALV6R_0537,3
4,0,4,Barley::RealV6_大麦_sample1,REALV6R_0065,5
4,0,4,Barley::RealV6_大麦_sample10,REALV6R_0117,3
4,0,4,Barley::RealV6_大麦_sample2,REALV6R_0072,6
4,0,4,Barley::RealV6_大麦_sample3,REALV6R_0075,3
4,0,4,Barley::RealV6_大麦_sample4,REALV6R_0081,3
4,0,4,Barley::RealV6_大麦_sample5,REALV6R_0086,2
4,0,4,Barley::RealV6_大麦_sample6,REALV6R_0096,6
4,0,4,Barley::RealV6_大麦_sample7,REALV6R_0098,2
4,0,4,Barley::RealV6_大麦_sample8,REALV6R_0108,6
4,0,4,Barley::RealV6_大麦_sample9,REALV6R_0110,2
4,0,4,Brown rice::RealV6_糙米_sample1,REALV6R_0431,5
4,0,4,Brown rice::RealV6_糙米_sample10,REALV6R_0483,3
4,0,4,Brown rice::RealV6_糙米_sample2,REALV6R_0434,2
4,0,4,Brown rice::RealV6_糙米_sample3,REALV6R_0443,5
4,0,4,Brown rice::RealV6_糙米_sample4,REALV6R_0448,4
